-183.780, 79.154, 0.969,  1.765
-183.779, 79.121, 0.978,  1.798
-183.778, 79.088, 0.987,  1.831
-183.777, 79.055, 0.996,  1.864
-183.777, 79.022, 1.004,  1.897
-183.776, 78.988, 1.012,  1.930
-183.775, 78.954, 1.020,  1.963
-183.774, 78.920, 1.028,  1.996
-183.773, 78.885, 1.036,  2.029
-183.772, 78.851, 1.043,  2.062
-183.771, 78.816, 1.050,  2.095
-183.770, 78.781, 1.057,  2.128
-183.770, 78.745, 1.064,  2.161
-183.769, 78.710, 1.070,  2.194
-183.768, 78.674, 1.077,  2.227
-183.767, 78.638, 1.083,  2.260
-183.766, 78.602, 1.089,  2.293
-183.765, 78.565, 1.095,  2.326
-183.763, 78.529, 1.101,  2.359
-183.762, 78.492, 1.107,  2.392
-183.761, 78.455, 1.113,  2.425
-183.760, 78.417, 1.119,  2.458
-183.759, 78.380, 1.125,  2.491
-183.758, 78.342, 1.131,  2.524
-183.757, 78.305, 1.137,  2.557
-183.756, 78.267, 1.142,  2.590
-183.754, 78.228, 1.148,  2.623
-183.753, 78.190, 1.154,  2.656
-183.752, 78.151, 1.160,  2.689
-183.751, 78.113, 1.165,  2.722
-183.749, 78.074, 1.171,  2.755
-183.748, 78.034, 1.177,  2.788
-183.747, 77.995, 1.183,  2.821
-183.745, 77.956, 1.189,  2.854
-183.744, 77.916, 1.194,  2.887
-183.743, 77.876, 1.200,  2.920
-183.741, 77.836, 1.206,  2.953
-183.740, 77.795, 1.212,  2.986
-183.738, 77.755, 1.218,  3.019
-183.737, 77.714, 1.223,  3.052
-183.736, 77.673, 1.229,  3.085
-183.734, 77.632, 1.235,  3.118
-183.733, 77.591, 1.241,  3.151
-183.731, 77.549, 1.247,  3.184
-183.730, 77.508, 1.253,  3.217
-183.728, 77.466, 1.259,  3.250
-183.727, 77.424, 1.265,  3.283
-183.725, 77.381, 1.270,  3.316
-183.723, 77.339, 1.276,  3.349
-183.722, 77.296, 1.282,  3.382
-183.720, 77.253, 1.288,  3.415
-183.718, 77.210, 1.294,  3.448
-183.717, 77.167, 1.300,  3.481
-183.715, 77.124, 1.306,  3.514
-183.713, 77.080, 1.312,  3.547
-183.711, 77.036, 1.318,  3.580
-183.710, 76.992, 1.324,  3.613
-183.708, 76.948, 1.330,  3.646
-183.706, 76.903, 1.336,  3.679
-183.704, 76.859, 1.342,  3.712
-183.702, 76.814, 1.348,  3.745
-183.700, 76.769, 1.354,  3.778
-183.699, 76.724, 1.360,  3.811
-183.697, 76.678, 1.367,  3.844
-183.695, 76.632, 1.373,  3.877
-183.693, 76.587, 1.379,  3.910
-183.691, 76.540, 1.385,  3.943
-183.689, 76.494, 1.391,  3.976
-183.687, 76.448, 1.397,  4.009
-183.685, 76.401, 1.403,  4.042
-183.683, 76.354, 1.409,  4.075
-183.680, 76.307, 1.415,  4.108
-183.678, 76.260, 1.421,  4.141
-183.676, 76.212, 1.427,  4.174
-183.674, 76.165, 1.433,  4.207
-183.672, 76.117, 1.439,  4.240
-183.670, 76.069, 1.446,  4.273
-183.667, 76.020, 1.452,  4.306
-183.665, 75.972, 1.458,  4.339
-183.663, 75.923, 1.464,  4.372
-183.660, 75.874, 1.470,  4.405
-183.658, 75.825, 1.476,  4.438
-183.656, 75.776, 1.483,  4.471
-183.653, 75.726, 1.489,  4.504
-183.651, 75.677, 1.495,  4.537
-183.649, 75.627, 1.501,  4.570
-183.646, 75.577, 1.507,  4.603
-183.644, 75.526, 1.513,  4.636
-183.641, 75.476, 1.520,  4.669
-183.639, 75.425, 1.526,  4.702
-183.636, 75.374, 1.532,  4.735
-183.634, 75.323, 1.538,  4.768
-183.631, 75.271, 1.545,  4.801
-183.628, 75.220, 1.551,  4.834
-183.626, 75.168, 1.557,  4.867
-183.623, 75.116, 1.563,  4.900
-183.620, 75.064, 1.570,  4.933
-183.618, 75.012, 1.576,  4.966
-183.615, 74.959, 1.582,  4.999
-183.612, 74.906, 1.589,  5.032
-183.609, 74.853, 1.595,  5.065
-183.606, 74.800, 1.601,  5.098
-183.604, 74.746, 1.608,  5.131
-183.601, 74.693, 1.614,  5.164
-183.598, 74.639, 1.621,  5.197
-183.595, 74.585, 1.627,  5.230
-183.592, 74.530, 1.633,  5.263
-183.589, 74.476, 1.640,  5.296
-183.586, 74.421, 1.646,  5.329
-183.583, 74.366, 1.653,  5.362
-183.580, 74.311, 1.659,  5.395
-183.577, 74.256, 1.665,  5.428
-183.574, 74.200, 1.672,  5.461
-183.571, 74.144, 1.678,  5.494
-183.568, 74.088, 1.685,  5.527
-183.564, 74.032, 1.691,  5.560
-183.561, 73.975, 1.698,  5.593
-183.558, 73.919, 1.704,  5.626
-183.555, 73.862, 1.711,  5.659
-183.552, 73.805, 1.717,  5.692
-183.548, 73.748, 1.724,  5.725
-183.545, 73.690, 1.730,  5.758
-183.542, 73.632, 1.737,  5.791
-183.538, 73.574, 1.744,  5.824
-183.535, 73.516, 1.750,  5.857
-183.531, 73.458, 1.757,  5.890
-183.528, 73.399, 1.763,  5.923
-183.525, 73.340, 1.770,  5.956
-183.521, 73.281, 1.777,  5.989
-183.517, 73.222, 1.783,  6.022
-183.514, 73.162, 1.790,  6.055
-183.510, 73.103, 1.796,  6.088
-183.507, 73.043, 1.803,  6.121
-183.503, 72.983, 1.810,  6.154
-183.499, 72.922, 1.817,  6.187
-183.496, 72.862, 1.823,  6.220
-183.492, 72.801, 1.830,  6.253
-183.488, 72.740, 1.837,  6.286
-183.485, 72.678, 1.843,  6.319
-183.481, 72.617, 1.850,  6.352
-183.477, 72.555, 1.857,  6.385
-183.473, 72.493, 1.864,  6.418
-183.469, 72.431, 1.871,  6.451
-183.465, 72.369, 1.877,  6.484
-183.461, 72.306, 1.884,  6.517
-183.457, 72.243, 1.891,  6.550
-183.453, 72.180, 1.898,  6.583
-183.449, 72.117, 1.905,  6.616
-183.445, 72.053, 1.912,  6.649
-183.441, 71.989, 1.919,  6.682
-183.437, 71.925, 1.926,  6.715
-183.433, 71.861, 1.933,  6.748
-183.429, 71.797, 1.939,  6.781
-183.425, 71.732, 1.946,  6.814
-183.421, 71.667, 1.953,  6.847
-183.417, 71.602, 1.960,  6.880
-183.412, 71.537, 1.967,  6.913
-183.408, 71.471, 1.974,  6.946
-183.404, 71.405, 1.981,  6.979
-183.399, 71.339, 1.988,  7.012
-183.395, 71.273, 1.996,  7.045
-183.391, 71.206, 2.003,  7.078
-183.386, 71.139, 2.010,  7.111
-183.382, 71.072, 2.017,  7.144
-183.377, 71.005, 2.024,  7.177
-183.373, 70.938, 2.031,  7.210
-183.368, 70.870, 2.038,  7.243
-183.364, 70.802, 2.045,  7.276
-183.359, 70.734, 2.053,  7.309
-183.355, 70.665, 2.060,  7.342
-183.350, 70.597, 2.067,  7.375
-183.346, 70.528, 2.074,  7.408
-183.341, 70.458, 2.081,  7.441
-183.336, 70.389, 2.089,  7.474
-183.331, 70.319, 2.096,  7.507
-183.327, 70.249, 2.103,  7.540
-183.322, 70.179, 2.111,  7.573
-183.317, 70.109, 2.118,  7.606
-183.312, 70.038, 2.125,  7.639
-183.307, 69.968, 2.133,  7.672
-183.303, 69.896, 2.140,  7.705
-183.298, 69.825, 2.147,  7.738
-183.293, 69.753, 2.155,  7.771
-183.288, 69.682, 2.162,  7.804
-183.283, 69.610, 2.170,  7.837
-183.278, 69.537, 2.177,  7.870
-183.273, 69.465, 2.184,  7.903
-183.268, 69.392, 2.192,  7.936
-183.263, 69.319, 2.199,  7.969
-183.258, 69.245, 2.207,  8.002
-183.253, 69.172, 2.215,  8.035
-183.247, 69.098, 2.222,  8.068
-183.242, 69.024, 2.230,  8.101
-183.237, 68.950, 2.237,  8.134
-183.232, 68.875, 2.245,  8.167
-183.227, 68.800, 2.253,  8.200
-183.221, 68.725, 2.260,  8.233
-183.216, 68.650, 2.268,  8.266
-183.211, 68.574, 2.275,  8.299
-183.205, 68.498, 2.283,  8.332
-183.200, 68.422, 2.291,  8.365
-183.195, 68.346, 2.299,  8.398
-183.189, 68.269, 2.306,  8.431
-183.184, 68.192, 2.314,  8.464
-183.178, 68.115, 2.322,  8.497
-183.173, 68.038, 2.330,  8.530
-183.167, 67.960, 2.337,  8.563
-183.162, 67.882, 2.345,  8.596
-183.156, 67.804, 2.353,  8.629
-183.151, 67.726, 2.361,  8.662
-183.145, 67.647, 2.368,  8.695
-183.140, 67.568, 2.376,  8.728
-183.134, 67.489, 2.384,  8.761
-183.128, 67.409, 2.392,  8.794
-183.123, 67.330, 2.400,  8.827
-183.117, 67.250, 2.408,  8.860
-183.111, 67.169, 2.416,  8.893
-183.105, 67.089, 2.424,  8.926
-183.100, 67.008, 2.432,  8.959
-183.094, 66.927, 2.440,  8.992
-183.088, 66.846, 2.448,  9.025
-183.082, 66.764, 2.456,  9.058
-183.076, 66.682, 2.464,  9.091
-183.070, 66.600, 2.472,  9.124
-183.064, 66.518, 2.480,  9.157
-183.058, 66.435, 2.488,  9.190
-183.052, 66.352, 2.496,  9.223
-183.046, 66.269, 2.505,  9.256
-183.040, 66.185, 2.513,  9.289
-183.034, 66.102, 2.521,  9.322
-183.028, 66.018, 2.529,  9.355
-183.022, 65.933, 2.538,  9.388
-183.016, 65.849, 2.546,  9.421
-183.009, 65.764, 2.554,  9.454
-183.003, 65.679, 2.563,  9.487
-182.997, 65.593, 2.571,  9.520
-182.991, 65.508, 2.579,  9.553
-182.985, 65.422, 2.588,  9.586
-182.978, 65.335, 2.596,  9.619
-182.972, 65.249, 2.605,  9.652
-182.966, 65.162, 2.613,  9.685
-182.959, 65.075, 2.622,  9.718
-182.953, 64.988, 2.630,  9.751
-182.947, 64.900, 2.639,  9.784
-182.940, 64.812, 2.647,  9.817
-182.934, 64.724, 2.656,  9.850
-182.927, 64.635, 2.664,  9.883
-182.921, 64.547, 2.673,  9.916
-182.914, 64.457, 2.682,  9.949
-182.908, 64.368, 2.690,  9.982
-182.901, 64.278, 2.699, 10.015
-182.895, 64.188, 2.708, 10.048
-182.888, 64.098, 2.717, 10.081
-182.882, 64.008, 2.725, 10.114
-182.875, 63.917, 2.734, 10.147
-182.868, 63.826, 2.743, 10.180
-182.862, 63.734, 2.752, 10.213
-182.855, 63.643, 2.761, 10.246
-182.848, 63.551, 2.770, 10.279
-182.842, 63.458, 2.779, 10.312
-182.835, 63.366, 2.788, 10.345
-182.828, 63.273, 2.797, 10.378
-182.821, 63.179, 2.806, 10.411
-182.815, 63.086, 2.816, 10.444
-182.808, 62.992, 2.825, 10.477
-182.801, 62.898, 2.834, 10.510
-182.794, 62.803, 2.843, 10.543
-182.787, 62.709, 2.853, 10.576
-182.781, 62.614, 2.862, 10.609
-182.774, 62.518, 2.871, 10.642
-182.767, 62.423, 2.881, 10.675
-182.760, 62.327, 2.890, 10.708
-182.753, 62.230, 2.899, 10.741
-182.746, 62.134, 2.909, 10.774
-182.739, 62.037, 2.919, 10.807
-182.732, 61.939, 2.928, 10.840
-182.725, 61.842, 2.938, 10.873
-182.718, 61.744, 2.947, 10.906
-182.711, 61.646, 2.957, 10.939
-182.704, 61.547, 2.967, 10.972
-182.697, 61.448, 2.976, 11.005
-182.690, 61.349, 2.986, 11.038
-182.683, 61.249, 2.996, 11.071
-182.676, 61.150, 3.006, 11.104
-182.669, 61.049, 3.016, 11.137
-182.662, 60.949, 3.026, 11.170
-182.655, 60.848, 3.035, 11.203
-182.648, 60.747, 3.045, 11.236
-182.641, 60.645, 3.055, 11.269
-182.633, 60.543, 3.065, 11.302
-182.626, 60.441, 3.075, 11.335
-182.619, 60.339, 3.086, 11.368
-182.612, 60.236, 3.096, 11.401
-182.605, 60.133, 3.106, 11.434
-182.598, 60.029, 3.116, 11.467
-182.591, 59.925, 3.126, 11.500
-182.583, 59.821, 3.136, 11.533
-182.576, 59.716, 3.147, 11.566
-182.569, 59.612, 3.157, 11.599
-182.562, 59.506, 3.167, 11.632
-182.555, 59.401, 3.178, 11.665
-182.547, 59.295, 3.188, 11.698
-182.540, 59.188, 3.199, 11.731
-182.533, 59.082, 3.209, 11.764
-182.526, 58.975, 3.220, 11.797
-182.518, 58.867, 3.230, 11.830
-182.511, 58.760, 3.241, 11.863
-182.504, 58.652, 3.251, 11.896
-182.496, 58.543, 3.262, 11.929
-182.489, 58.435, 3.273, 11.962
-182.482, 58.325, 3.284, 11.995
-182.475, 58.216, 3.294, 12.028
-182.467, 58.106, 3.305, 12.061
-182.460, 57.996, 3.316, 12.094
-182.453, 57.885, 3.327, 12.127
-182.445, 57.774, 3.338, 12.160
-182.438, 57.663, 3.349, 12.193
-182.431, 57.551, 3.360, 12.226
-182.423, 57.439, 3.371, 12.259
-182.416, 57.327, 3.382, 12.292
-182.409, 57.214, 3.393, 12.325
-182.402, 57.101, 3.404, 12.358
-182.394, 56.987, 3.416, 12.391
-182.387, 56.874, 3.427, 12.424
-182.380, 56.759, 3.438, 12.457
-182.372, 56.645, 3.449, 12.490
-182.365, 56.530, 3.461, 12.523
-182.358, 56.414, 3.472, 12.556
-182.350, 56.298, 3.483, 12.589
-182.343, 56.182, 3.495, 12.622
-182.336, 56.066, 3.506, 12.655
-182.328, 55.949, 3.518, 12.688
-182.321, 55.831, 3.530, 12.721
-182.314, 55.714, 3.541, 12.754
-182.306, 55.596, 3.553, 12.787
-182.299, 55.477, 3.564, 12.820
-182.292, 55.358, 3.576, 12.853
-182.285, 55.239, 3.588, 12.886
-182.277, 55.119, 3.600, 12.919
-182.270, 54.999, 3.612, 12.952
-182.263, 54.879, 3.624, 12.985
-182.255, 54.758, 3.636, 13.018
-182.248, 54.637, 3.648, 13.051
-182.241, 54.515, 3.660, 13.084
-182.234, 54.393, 3.672, 13.117
-182.226, 54.270, 3.684, 13.150
-182.219, 54.147, 3.696, 13.183
-182.212, 54.024, 3.708, 13.216
-182.205, 53.900, 3.720, 13.249
-182.197, 53.776, 3.733, 13.282
-182.190, 53.652, 3.745, 13.315
-182.183, 53.527, 3.757, 13.348
-182.176, 53.401, 3.770, 13.381
-182.169, 53.276, 3.782, 13.414
-182.161, 53.150, 3.795, 13.447
-182.154, 53.023, 3.807, 13.480
-182.147, 52.896, 3.820, 13.513
-182.140, 52.768, 3.832, 13.546
-182.133, 52.641, 3.845, 13.579
-182.126, 52.512, 3.858, 13.612
-182.119, 52.384, 3.870, 13.645
-182.111, 52.254, 3.883, 13.678
-182.104, 52.125, 3.896, 13.711
-182.097, 51.995, 3.909, 13.744
-182.090, 51.864, 3.921, 13.777
-182.083, 51.734, 3.934, 13.810
-182.076, 51.602, 3.947, 13.843
-182.069, 51.471, 3.960, 13.876
-182.062, 51.339, 3.972, 13.909
-182.055, 51.206, 3.985, 13.942
-182.048, 51.073, 3.998, 13.975
-182.041, 50.940, 4.011, 14.008
-182.034, 50.806, 4.023, 14.041
-182.027, 50.672, 4.036, 14.074
-182.020, 50.537, 4.049, 14.107
-182.014, 50.402, 4.061, 14.140
-182.007, 50.266, 4.074, 14.173
-182.000, 50.130, 4.087, 14.206
-181.993, 49.994, 4.100, 14.239
-181.986, 49.857, 4.112, 14.272
-181.979, 49.720, 4.125, 14.305
-181.973, 49.582, 4.138, 14.338
-181.966, 49.444, 4.151, 14.371
-181.959, 49.306, 4.164, 14.404
-181.952, 49.167, 4.177, 14.437
-181.946, 49.027, 4.190, 14.470
-181.939, 48.887, 4.203, 14.503
-181.932, 48.747, 4.216, 14.536
-181.926, 48.606, 4.229, 14.569
-181.919, 48.465, 4.243, 14.602
-181.913, 48.324, 4.256, 14.635
-181.906, 48.181, 4.269, 14.668
-181.900, 48.039, 4.283, 14.701
-181.893, 47.896, 4.296, 14.734
-181.887, 47.753, 4.309, 14.767
-181.880, 47.609, 4.323, 14.800
-181.874, 47.464, 4.337, 14.833
-181.867, 47.320, 4.350, 14.866
-181.861, 47.175, 4.364, 14.899
-181.855, 47.029, 4.377, 14.932
-181.848, 46.883, 4.391, 14.965
-181.842, 46.736, 4.405, 14.998
-181.836, 46.589, 4.419, 15.031
-181.829, 46.442, 4.433, 15.064
-181.823, 46.294, 4.447, 15.097
-181.817, 46.145, 4.461, 15.130
-181.811, 45.996, 4.475, 15.163
-181.805, 45.847, 4.489, 15.196
-181.799, 45.697, 4.503, 15.229
-181.792, 45.547, 4.517, 15.262
-181.786, 45.396, 4.531, 15.295
-181.780, 45.245, 4.545, 15.328
-181.774, 45.093, 4.560, 15.361
-181.768, 44.941, 4.574, 15.394
-181.762, 44.788, 4.588, 15.427
-181.757, 44.635, 4.603, 15.460
-181.751, 44.481, 4.617, 15.493
-181.745, 44.327, 4.632, 15.526
-181.739, 44.172, 4.647, 15.559
-181.733, 44.017, 4.661, 15.592
-181.727, 43.861, 4.676, 15.625
-181.722, 43.705, 4.691, 15.658
-181.716, 43.549, 4.705, 15.691
-181.710, 43.391, 4.720, 15.724
-181.705, 43.234, 4.735, 15.757
-181.699, 43.076, 4.750, 15.790
-181.694, 42.917, 4.765, 15.823
-181.688, 42.758, 4.780, 15.856
-181.683, 42.598, 4.795, 15.889
-181.677, 42.438, 4.811, 15.922
-181.672, 42.278, 4.826, 15.955
-181.666, 42.116, 4.841, 15.988
-181.661, 41.955, 4.856, 16.021
-181.656, 41.793, 4.872, 16.054
-181.650, 41.630, 4.887, 16.087
-181.645, 41.467, 4.903, 16.120
-181.640, 41.303, 4.918, 16.153
-181.635, 41.139, 4.934, 16.186
-181.629, 40.974, 4.950, 16.219
-181.624, 40.809, 4.965, 16.252
-181.619, 40.643, 4.981, 16.285
-181.614, 40.476, 4.997, 16.318
-181.609, 40.309, 5.013, 16.351
-181.604, 40.142, 5.029, 16.384
-181.599, 39.974, 5.045, 16.417
-181.594, 39.806, 5.061, 16.450
-181.589, 39.637, 5.077, 16.483
-181.585, 39.467, 5.093, 16.516
-181.580, 39.297, 5.108, 16.549
-181.575, 39.127, 5.114, 16.582
-181.570, 38.957, 5.100, 16.615
-181.566, 38.788, 5.082, 16.648
-181.561, 38.619, 5.069, 16.681
-181.557, 38.450, 5.059, 16.714
-181.552, 38.282, 5.053, 16.747
-181.548, 38.114, 5.051, 16.780
-181.543, 37.946, 5.053, 16.813
-181.539, 37.777, 5.058, 16.846
-181.535, 37.608, 5.067, 16.879
-181.531, 37.439, 5.079, 16.912
-181.526, 37.269, 5.094, 16.945
-181.522, 37.099, 5.112, 16.978
-181.518, 36.928, 5.133, 17.011
-181.514, 36.756, 5.155, 17.044
-181.510, 36.584, 5.180, 17.077
-181.506, 36.410, 5.207, 17.110
-181.502, 36.236, 5.234, 17.143
-181.498, 36.061, 5.263, 17.176
-181.494, 35.884, 5.292, 17.209
-181.490, 35.707, 5.322, 17.242
-181.486, 35.529, 5.353, 17.275
-181.482, 35.350, 5.383, 17.308
-181.478, 35.169, 5.413, 17.341
-181.474, 34.988, 5.443, 17.374
-181.471, 34.806, 5.472, 17.407
-181.467, 34.623, 5.501, 17.440
-181.463, 34.439, 5.529, 17.473
-181.460, 34.254, 5.556, 17.506
-181.456, 34.068, 5.582, 17.539
-181.452, 33.881, 5.608, 17.572
-181.449, 33.694, 5.632, 17.605
-181.445, 33.506, 5.656, 17.638
-181.442, 33.317, 5.679, 17.671
-181.438, 33.127, 5.701, 17.704
-181.435, 32.936, 5.723, 17.737
-181.431, 32.745, 5.744, 17.770
-181.428, 32.553, 5.764, 17.803
-181.425, 32.361, 5.784, 17.836
-181.421, 32.168, 5.804, 17.869
-181.418, 31.974, 5.823, 17.902
-181.415, 31.779, 5.841, 17.935
-181.412, 31.584, 5.860, 17.968
-181.409, 31.389, 5.878, 18.001
-181.406, 31.192, 5.896, 18.034
-181.403, 30.995, 5.914, 18.067
-181.400, 30.798, 5.932, 18.100
-181.397, 30.600, 5.950, 18.133
-181.394, 30.401, 5.968, 18.166
-181.391, 30.202, 5.986, 18.199
-181.388, 30.002, 6.004, 18.232
-181.385, 29.801, 6.023, 18.265
-181.382, 29.600, 6.041, 18.298
-181.380, 29.398, 6.060, 18.331
-181.377, 29.196, 6.079, 18.364
-181.374, 28.993, 6.098, 18.397
-181.372, 28.789, 6.118, 18.430
-181.369, 28.585, 6.137, 18.463
-181.367, 28.380, 6.157, 18.496
-181.364, 28.174, 6.177, 18.529
-181.362, 27.968, 6.197, 18.562
-181.359, 27.761, 6.218, 18.595
-181.357, 27.553, 6.238, 18.628
-181.354, 27.345, 6.259, 18.661
-181.352, 27.136, 6.280, 18.694
-181.350, 26.926, 6.301, 18.727
-181.348, 26.715, 6.322, 18.760
-181.345, 26.504, 6.344, 18.793
-181.343, 26.292, 6.365, 18.826
-181.341, 26.080, 6.387, 18.859
-181.339, 25.866, 6.409, 18.892
-181.337, 25.652, 6.431, 18.925
-181.335, 25.437, 6.452, 18.958
-181.333, 25.222, 6.474, 18.991
-181.331, 25.005, 6.496, 19.024
-181.329, 24.788, 6.518, 19.057
-181.327, 24.571, 6.541, 19.090
-181.325, 24.352, 6.563, 19.123
-181.324, 24.133, 6.585, 19.156
-181.322, 23.913, 6.607, 19.189
-181.320, 23.692, 6.630, 19.222
-181.318, 23.471, 6.652, 19.255
-181.317, 23.248, 6.675, 19.288
-181.315, 23.025, 6.697, 19.321
-181.314, 22.802, 6.720, 19.354
-181.312, 22.577, 6.743, 19.387
-181.310, 22.352, 6.765, 19.420
-181.309, 22.126, 6.788, 19.453
-181.307, 21.899, 6.810, 19.486
-181.306, 21.671, 6.833, 19.519
-181.305, 21.443, 6.855, 19.552
-181.303, 21.214, 6.877, 19.585
-181.302, 20.985, 6.899, 19.618
-181.301, 20.754, 6.921, 19.651
-181.299, 20.523, 6.943, 19.684
-181.298, 20.291, 6.965, 19.717
-181.297, 20.058, 6.988, 19.750
-181.296, 19.825, 7.010, 19.783
-181.295, 19.591, 7.032, 19.816
-181.294, 19.356, 7.055, 19.849
-181.293, 19.120, 7.077, 19.882
-181.292, 18.884, 7.100, 19.915
-181.291, 18.646, 7.123, 19.948
-181.290, 18.408, 7.146, 19.981
-181.289, 18.170, 7.169, 20.014
-181.288, 17.930, 7.192, 20.047
-181.287, 17.690, 7.215, 20.080
-181.286, 17.449, 7.239, 20.113
-181.285, 17.207, 7.262, 20.146
-181.284, 16.964, 7.286, 20.179
-181.284, 16.721, 7.310, 20.212
-181.283, 16.477, 7.333, 20.245
-181.282, 16.232, 7.357, 20.278
-181.281, 15.986, 7.381, 20.311
-181.281, 15.739, 7.406, 20.344
-181.280, 15.492, 7.430, 20.377
-181.279, 15.244, 7.454, 20.410
-181.279, 14.994, 7.479, 20.443
-181.278, 14.745, 7.503, 20.476
-181.278, 14.494, 7.528, 20.509
-181.277, 14.242, 7.552, 20.542
-181.277, 13.990, 7.577, 20.575
-181.276, 13.737, 7.601, 20.608
-181.276, 13.483, 7.626, 20.641
-181.275, 13.228, 7.650, 20.674
-181.275, 12.972, 7.675, 20.707
-181.274, 12.716, 7.699, 20.740
-181.274, 12.459, 7.724, 20.773
-181.274, 12.201, 7.749, 20.806
-181.273, 11.942, 7.774, 20.839
-181.273, 11.682, 7.799, 20.872
-181.273, 11.421, 7.824, 20.905
-181.272, 11.160, 7.849, 20.938
-181.272, 10.898, 7.874, 20.971
-181.272, 10.635, 7.899, 21.004
-181.272, 10.371, 7.925, 21.037
-181.271, 10.106, 7.950, 21.070
-181.271, 9.840, 7.976, 21.103
-181.271, 9.574, 8.001, 21.136
-181.271, 9.306, 8.027, 21.169
-181.271, 9.038, 8.053, 21.202
-181.270, 8.769, 8.080, 21.235
-181.270, 8.499, 8.106, 21.268
-181.270, 8.228, 8.132, 21.301
-181.270, 7.956, 8.159, 21.334
-181.270, 7.684, 8.185, 21.367
-181.270, 7.410, 8.212, 21.400
-181.270, 7.136, 8.239, 21.433
-181.270, 6.860, 8.266, 21.466
-181.269, 6.584, 8.293, 21.499
-181.269, 6.307, 8.320, 21.532
-181.269, 6.029, 8.348, 21.565
-181.269, 5.750, 8.375, 21.598
-181.269, 5.470, 8.403, 21.631
-181.269, 5.189, 8.430, 21.664
-181.269, 4.908, 8.458, 21.697
-181.269, 4.625, 8.486, 21.730
-181.269, 4.342, 8.514, 21.763
-181.269, 4.057, 8.542, 21.796
-181.269, 3.772, 8.570, 21.829
-181.269, 3.485, 8.598, 21.862
-181.269, 3.198, 8.626, 21.895
-181.269, 2.910, 8.655, 21.928
-181.269, 2.620, 8.683, 21.961
-181.269, 2.330, 8.712, 21.994
-181.269, 2.039, 8.740, 22.027
-181.269, 1.747, 8.769, 22.060
-181.269, 1.454, 8.798, 22.093
-181.269, 1.160, 8.827, 22.126
-181.269, 0.865, 8.856, 22.159
-181.269, 0.569, 8.885, 22.192
-181.269, 0.272, 8.914, 22.225
-181.269, -0.026, 8.943, 22.258
-181.269, -0.324, 8.973, 22.291
-181.269, -0.624, 9.002, 22.324
-181.269, -0.925, 9.032, 22.357
-181.269, -1.227, 9.062, 22.390
-181.269, -1.530, 9.092, 22.423
-181.269, -1.834, 9.122, 22.456
-181.269, -2.138, 9.152, 22.489
-181.269, -2.444, 9.182, 22.522
-181.269, -2.751, 9.212, 22.555
-181.269, -3.059, 9.242, 22.588
-181.269, -3.368, 9.273, 22.621
-181.269, -3.678, 9.303, 22.654
-181.269, -3.988, 9.334, 22.687
-181.269, -4.300, 9.365, 22.720
-181.269, -4.613, 9.396, 22.753
-181.269, -4.927, 9.427, 22.786
-181.269, -5.242, 9.458, 22.819
-181.269, -5.558, 9.489, 22.852
-181.269, -5.875, 9.520, 22.885
-181.269, -6.194, 9.552, 22.918
-181.269, -6.513, 9.583, 22.951
-181.269, -6.833, 9.615, 22.984
-181.269, -7.154, 9.647, 23.017
-181.268, -7.477, 9.678, 23.050
